Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Sector
209,ECOMI,OMI,0.0,1.3,6.6,-1.7,-22.9,949073.0,271155252708.0,311000000000.0,174568824.0,Altcoin
210,sETH2,SETH2,2012.43,0.6,1.7,0.9,20.8,36596.0,86381.0,86400.0,173835150.0,Altcoin
211,EthereumPoW,ETHW,1.56,0.4,0.5,-2.8,22.1,5522443.0,107818943.0,108000000.0,168504342.0,Infrastructure/L1/L2
212,Magic,MAGIC,0.69,2.3,2.9,7.5,42.8,99188036.0,241929766.0,340000000.0,167859487.0,Altcoin
213,Baby Doge Coin,BABYDOGE,0.0,-2.2,-5.6,-10.7,-1.7,1870288.0,1.46330991639139e+17,4.2e+17,167536593.0,Memecoin
214,Alchemix USD,ALUSD,0.99,0.2,0.4,0.4,0.2,2494799.0,167672845.0,168000000.0,166904250.0,Stablecoin
215,Polymesh,POLYX,0.19,0.7,-5.1,-9.2,9.3,14292372.0,878709031.0,879000000.0,166411884.0,Altcoin
216,Polymath,POLY,0.19,3.4,-10.8,-28.2,0.6,2235168.0,898550830.0,1000000000.0,166306659.0,Altcoin
217,Prisma mkUSD,MKUSD,0.99,0.0,-0.1,-0.5,-0.2,5310596.0,167504005.0,167000000.0,166046484.0,Stablecoin
218,Ribbon Finance,RBN,0.2,0.0,-4.2,11.3,16.5,830191.0,835683231.0,1000000000.0,165959207.0,DeFi
219,CANTO,CANTO,0.29,0.2,6.4,17.3,1.6,10691840.0,551216876.0,1000000000.0,160927730.0,Altcoin
220,IOST,IOST,0.01,0.2,-3.1,-6.7,12.0,6696929.0,18708894189.0,18700000000.0,160614486.0,Altcoin
221,Balancer,BAL,3.57,0.3,-0.8,-9.6,13.0,11478573.0,44273080.0,60200000.0,158577400.0,Altcoin
222,PayPal USD,PYUSD,1.0,0.0,-0.3,0.0,-0.3,5807767.0,157956966.0,158000000.0,157679587.0,Stablecoin
223,Status,SNT,0.04,0.1,-3.1,-10.4,47.2,4373033.0,3960483788.0,6800000000.0,156286637.0,Altcoin
224,crvUSD,CRVUSD,0.99,0.0,-0.2,-0.4,-0.7,36560353.0,157225419.0,157000000.0,156006137.0,Stablecoin
225,cDAI,CDAI,0.02,-0.1,-0.4,-0.1,0.0,4959.0,6938854230.0,6940000000.0,155891640.0,Altcoin
226,Bone ShibaSwap,BONE,0.62,0.2,-1.4,-6.3,-17.2,7526463.0,249917970.0,250000000.0,155107348.0,Memecoin
227,Harmony,ONE,0.01,0.5,-5.7,-11.1,27.5,15857039.0,12305426115.0,13200000000.0,154829936.0,Altcoin
228,Gemini Dollar,GUSD,1.0,0.1,-1.3,-0.4,-0.3,832262.0,151664494.0,152000000.0,151061502.0,Stablecoin
229,BENQI Liquid Staked AVAX,SAVAX,22.23,-0.1,-6.5,2.9,101.3,736484.0,6733260.0,6730000.0,150858008.0,Altcoin
230,Ultima,ULTIMA,10654.79,-0.9,-6.4,-11.2,-19.9,8150151.0,14083.0,100000.0,150050783.0,Altcoin
231,Vulcan Forged,PYR,6.27,0.8,1.5,-7.3,100.8,14682494.0,23897700.0,50000000.0,149952676.0,Altcoin
232,Kadena,KDA,0.59,0.8,-1.8,-5.9,30.9,5555829.0,254391906.0,1000000000.0,149072705.0,Altcoin
233,cUSDC,CUSDC,0.02,0.1,0.2,0.3,0.4,2.61,6401309257.0,6400000000.0,148317735.0,Stablecoin
234,OriginTrail,TRAC,0.39,2.2,10.0,42.6,59.1,2385221.0,382798499.0,500000000.0,147708550.0,Altcoin
235,Wrapped Beacon ETH,WBETH,2068.57,0.3,1.7,0.8,20.7,15016672.0,70938.0,70900.0,146739074.0,Altcoin
236,Lisk,LSK,1.0,0.4,-7.0,-11.2,9.1,3684187.0,144818773.0,0.0,144528188.0,Altcoin
237,Stratis,STRAX,0.92,-0.5,-1.5,-8.8,49.7,12622398.0,155531483.0,0.0,142904773.0,Altcoin
238,BTSE Token,BTSE,0.88,0.0,-12.2,-12.2,-15.8,13646.0,162061501.0,200000000.0,142359295.0,Altcoin
239,Nexus Mutual,NXM,20.82,0.2,3.8,-63.6,-56.7,17878.0,6752544.0,6750000.0,140558432.0,Altcoin
240,inSure DeFi,SURE,0.01,1.4,-2.4,11.5,69.2,438091.0,26482693217.0,88000000000.0,138424432.0,Altcoin
241,Amp,AMP,0.0,-0.3,1.9,21.6,67.5,13964879.0,56127938240.0,99400000000.0,138359592.0,Altcoin
242,Viction,VIC,1.43,-0.4,1.9,12.7,-2.6,354279.0,97333840.0,100000000.0,138331233.0,Altcoin
243,Horizen,ZEN,9.56,0.5,-5.9,-14.2,16.9,17706610.0,14368263.0,14400000.0,137389547.0,Altcoin
244,Bitcoin Avalanche Bridged (BTC.b),BTC.B,36283.16,0.2,-3.4,0.6,18.0,14795734.0,3733.0,3730.0,136184279.0,Infrastructure/L1/L2
245,VVS Finance,VVS,0.0,-1.1,0.9,-6.6,61.5,2358227.0,40349606224412.0,84900000000000.0,135761211.0,DeFi
246,Flux,FLUX,0.4,0.6,-1.8,-4.0,19.6,11894604.0,337877096.0,440000000.0,135070914.0,Altcoin
247,STASIS EURO,EURS,1.08,-0.6,-0.7,0.2,2.2,2375581.0,124125940.0,124000000.0,134777380.0,Stablecoin
248,Orbs,ORBS,0.04,0.6,-2.7,-13.7,-9.0,7594847.0,3217486459.0,10000000000.0,133108128.0,Altcoin
249,BORA,BORA,0.13,0.1,-5.0,-9.8,10.4,287338.0,993750000.0,1210000000.0,132252254.0,Altcoin
250,Tribe,TRIBE,0.29,-0.6,-0.2,-6.9,14.6,121861.0,455015531.0,1000000000.0,130731151.0,Altcoin
251,API3,API3,1.33,0.3,-4.8,-11.2,22.8,9551711.0,97192405.0,126000000.0,129133174.0,Altcoin
252,UMA,UMA,1.7,0.1,-3.8,-6.6,23.4,7081034.0,74422743.0,116000000.0,126818479.0,Altcoin
253,Pundi X,PUNDIX,0.49,-2.4,-1.5,-5.9,22.2,11670163.0,258422692.0,258000000.0,126590773.0,Altcoin
254,Liquity,LQTY,1.34,0.6,-2.3,-8.2,-11.6,27507188.0,94398007.0,100000000.0,126547229.0,Altcoin
255,STP,STPT,0.06,0.0,-5.3,-3.7,10.3,6785349.0,1942420283.0,1940000000.0,125474483.0,Altcoin
256,JOE,JOE,0.37,-0.2,1.5,-15.4,55.8,15357862.0,341459396.0,500000000.0,125234023.0,Altcoin
257,Hive,HIVE,0.34,0.7,-3.3,-8.3,3.7,1283437.0,371261454.0,0.0,124680874.0,Altcoin
258,Gains Network,GNS,3.67,-0.1,-2.5,-10.5,2.1,7403194.0,33758852.0,33800000.0,123772209.0,Infrastructure/L1/L2
259,SSV Network,SSV,17.46,1.0,1.5,-5.6,37.9,20515085.0,7085673.0,11100000.0,123731884.0,Infrastructure/L1/L2
260,Energy Web,EWT,2.55,-0.5,7.1,10.4,49.5,2357684.0,48267290.0,69000000.0,123279631.0,Altcoin
261,DigiByte,DGB,0.01,-0.6,-5.7,-12.2,9.6,4782158.0,16649619571.0,21000000000.0,121840677.0,Altcoin
262,Galxe,GAL,1.26,0.4,-4.2,-12.9,7.8,13584258.0,95097997.0,200000000.0,120179817.0,Altcoin
263,Open Campus,EDU,0.56,0.2,-8.5,-6.7,34.9,15624072.0,208593750.0,1000000000.0,117299078.0,Altcoin
264,Reserve Rights,RSR,0.0,1.1,-4.2,-9.9,26.0,12964566.0,50600000000.0,100000000000.0,116746078.0,Altcoin
265,TerraClassicUSD,USTC,0.01,-0.1,-0.6,-6.6,14.5,8317300.0,8980996763.0,9790000000.0,116148657.0,Stablecoin
266,eUSD,EUSD,1.0,0.4,-1.6,-0.2,-1.0,53423.0,116465109.0,116000000.0,115979611.0,Stablecoin
267,Bitkub Coin,KUB,1.29,0.2,-2.7,-3.5,34.8,390558.0,88850000.0,110000000.0,115002897.0,Altcoin
268,Autonolas,OLAS,2.44,3.1,29.6,93.7,143.5,3806476.0,47055302.0,536000000.0,114018453.0,Altcoin
269,Power Ledger,POWR,0.26,-2.3,-5.7,6.2,12.4,16928760.0,429712892.0,1000000000.0,113774978.0,Altcoin
270,Decentralized Social,DESO,10.79,-1.1,4.1,-6.9,24.5,2195313.0,10532254.0,10800000.0,113307581.0,Altcoin
271,Coin98,C98,0.18,-0.2,-0.3,-0.4,19.1,20355459.0,631666653.0,1000000000.0,113284762.0,Altcoin
272,Blox,CDT,0.17,4.2,5.0,8.4,8.0,148769.0,674579184.0,1000000000.0,112785090.0,Altcoin
273,Seedify.fund,SFUND,1.93,-0.4,6.1,28.6,207.1,9450341.0,58248607.0,100000000.0,112402660.0,Altcoin
274,Kyber Network Crystal,KNC,0.74,-0.8,-2.7,-10.3,10.7,18035324.0,151290858.0,229000000.0,111633376.0,Infrastructure/L1/L2
275,Constellation,DAG,0.04,0.6,1.6,-4.1,29.9,663967.0,2934015746.0,3550000000.0,111586505.0,Altcoin
276,Short-term T-Bill Token,STBT,0.99,0.0,0.0,0.0,0.0,0.0,111511434.0,112000000.0,110856111.0,Altcoin
277,PlayDapp,PLA,0.2,0.4,-3.4,-9.9,10.7,2670734.0,569265030.0,700000000.0,110986735.0,Altcoin
278,Steem,STEEM,0.25,0.4,-5.6,-10.7,14.9,7455073.0,449082200.0,0.0,110419068.0,Altcoin
279,Bluzelle,BLZ,0.26,2.4,6.8,8.9,35.0,13616580.0,426454177.0,500000000.0,109272044.0,Altcoin
280,0x0.ai: AI Smart Contract,0X0,0.12,3.4,7.0,6.3,34.8,1458348.0,891250000.0,891000000.0,108787347.0,Altcoin
281,dKargo,DKA,0.03,-0.4,-2.6,-6.2,20.7,3448376.0,3152916667.0,5000000000.0,108294993.0,Altcoin
282,Pocket Network,POKT,0.07,0.4,0.5,28.4,192.2,1324721.0,1548744251.0,1640000000.0,108214046.0,Infrastructure/L1/L2
283,Stargate Finance,STG,0.53,0.3,-0.7,-6.3,25.7,48370749.0,204348516.0,1000000000.0,107777769.0,DeFi
284,Zephyr Protocol,ZEPH,44.48,-0.4,53.7,251.1,1941.4,8029154.0,2415561.0,2420000.0,107367054.0,Infrastructure/L1/L2
285,Maple,MPL,13.55,-0.8,3.8,17.1,127.5,1428008.0,7919160.0,10000000.0,107298273.0,Altcoin
286,Cartesi,CTSI,0.14,0.2,-3.1,-11.7,6.4,10119850.0,763942187.0,1000000000.0,106937602.0,Altcoin
287,Storj,STORJ,0.74,0.6,5.2,6.2,97.0,51690015.0,143787439.0,425000000.0,106215443.0,Altcoin
288,Stride,STRD,1.19,0.6,0.0,-14.6,148.2,202066.0,88158090.0,88200000.0,104702311.0,Altcoin
289,Decimal,DEL,0.02,-0.3,0.7,-0.6,-1.7,1593.0,5979852190.0,5980000000.0,104714310.0,Altcoin
290,Nervos Network,CKB,0.0,-0.1,-3.2,-14.4,18.7,3285910.0,33340636263.0,0.0,104251540.0,Infrastructure/L1/L2
291,MiL.k Alliance,MLK,0.32,2.2,3.8,0.0,20.5,3492866.0,322081133.0,986000000.0,103938757.0,Altcoin
292,Pendle,PENDLE,1.07,0.6,1.3,-1.7,38.2,22796340.0,96950723.0,258000000.0,103775651.0,Altcoin
293,iExec RLC,RLC,1.42,0.8,-3.4,2.6,39.7,11867966.0,72382548.0,87000000.0,102662015.0,Altcoin
294,NuCypher,NU,0.07,-0.1,-3.7,-8.5,9.6,2081.0,0.0,3890000000.0,124609282.0,Altcoin
295,PAAL AI,PAAL,0.16,-7.6,-5.1,1.9,153.5,6443727.0,650945444.0,1000000000.0,101582002.0,Altcoin
296,Ardor,ARDR,0.1,0.4,-0.9,-7.2,21.1,10601782.0,998466231.0,998000000.0,101455960.0,Altcoin
297,Metal DAO,MTL,1.55,-1.8,-2.5,-12.0,13.8,7567074.0,64633864.0,66599999.99999999,100266958.0,Altcoin
298,Function X,FX,0.15,0.4,-2.4,6.4,24.3,5101761.0,668199534.0,668000000.0,100038703.0,Altcoin
299,LUKSO [OLD],LYXE,6.41,-0.2,0.7,-2.8,23.5,451781.0,15575916.0,100000000.0,99791237.0,Altcoin
300,Venus,XVS,6.51,0.1,-10.2,-7.5,37.8,28825658.0,15338520.0,29700000.0,99761512.0,Altcoin
301,Bancor Network,BNT,0.74,-0.3,-1.9,-9.9,33.5,1429388.0,135600762.0,136000000.0,99761631.0,Infrastructure/L1/L2
302,Yield Guild Games,YGG,0.35,0.7,-5.8,-15.5,48.5,35411873.0,283938127.0,1000000000.0,99637697.0,Altcoin
303,SmarDex,SDEX,0.01,-0.1,4.8,11.1,45.1,2425725.0,7070807036.0,10000000000.0,99024076.0,DeFi
304,Swell Ethereum,SWETH,2072.21,0.0,2.6,1.7,22.4,627812.0,47588.0,47600.0,98607458.0,Infrastructure/L1/L2
305,Loom Network (OLD),LOOMOLD,0.12,-0.3,-2.5,-9.0,17.6,391440.0,833914552.0,1000000000.0,98133256.0,Infrastructure/L1/L2
306,MVL,MVL,0.0,0.1,-4.8,-4.3,20.0,3413340.0,23902958863.0,27800000000.0,96900264.0,Altcoin
307,Numeraire,NMR,15.47,0.9,1.8,5.2,23.4,14716525.0,6262856.0,10800000.0,96867070.0,Altcoin
308,Nym,NYM,0.16,0.1,-0.2,-4.7,48.8,1142460.0,609478782.0,1000000000.0,96863790.0,Altcoin
309,RSK Infrastructure Framework,RIF,0.1,-0.5,-0.8,-7.1,-6.1,3081372.0,1000000000.0,1000000000.0,96678971.0,Altcoin
310,IQ,IQ,0.01,-0.4,-3.4,-5.1,13.2,2603395.0,17201926356.0,17200000000.0,96485382.0,Altcoin
311,Covalent,CQT,0.15,2.6,5.1,19.4,21.3,1037305.0,625051477.0,1000000000.0,96445907.0,Altcoin
312,Orca,ORCA,2.23,-0.1,5.0,-5.8,135.4,626672.0,43116815.0,100000000.0,96213197.0,Altcoin
313,HarryPotterObamaSonic10Inu (ETH),BITCOIN,0.1,-5.8,-0.7,-24.2,-1.7,3096546.0,999798155.0,1000000000.0,96122091.0,Altcoin
314,Celsius Network,CEL,0.23,0.4,-4.1,-7.7,48.1,1207799.0,423415980.0,693000000.0,96013524.0,Infrastructure/L1/L2
315,Smooth Love Potion,SLP,0.0,-0.4,-4.1,2.3,59.9,26080392.0,41283864685.0,0.0,95815267.0,Altcoin
316,Tokamak Network,TON,2.24,1.9,-1.5,-1.7,55.8,20862469.0,43366133.0,61000000.0,95776871.0,Infrastructure/L1/L2
317,Krypton DAO,KRD,0.92,-1.4,-5.4,1.5,14.5,12289.0,102457125.0,10000000000.0,95229099.0,Altcoin
318,Nano,XNO,0.71,-1.4,-3.2,-3.3,9.8,4869742.0,133248290.0,133000000.0,95221693.0,Altcoin
319,Medibloc,MED,0.01,0.5,-1.6,-6.8,20.4,2954972.0,8030122504.0,9340000000.0,95203413.0,Altcoin
320,Merit Circle,MC,0.85,-1.0,2.7,15.5,82.4,512287.0,111382334.0,111000000.0,94223232.0,Altcoin
321,AllianceBlock Nexera,NXRA,0.12,-1.1,13.2,17.6,66.0,2153613.0,791259050.0,850000000.0,93099291.0,Altcoin
322,Alchemy Pay,ACH,0.02,0.4,-4.0,-6.6,35.9,17714784.0,4943691067.0,10000000000.0,92350829.0,Altcoin
323,Tenset,10SET,0.55,-2.4,-8.8,6.7,198.4,207584.0,167306761.0,167000000.0,92159113.0,Altcoin
324,Raydium,RAY,0.38,-0.9,7.8,-8.6,111.7,25429912.0,242050954.0,555000000.0,91726336.0,Altcoin
325,Wrapped NXM,WNXM,41.94,0.6,5.0,5.3,31.1,2813704.0,2184877.0,2180000.0,91678155.0,Altcoin
326,Sidus,SIDUS,0.0,0.4,5.3,25.6,332.6,1768400.0,24418024645.0,29500000000.0,90558547.0,Altcoin
327,Secret,SCRT,0.34,0.1,-3.8,-7.7,26.8,3342953.0,266482066.0,283000000.0,90540003.0,Altcoin
328,VeThor,VTHO,0.0,0.3,-4.0,-6.0,10.3,1273602.0,69568481938.0,0.0,90497989.0,Altcoin
329,MovieBloc,MBL,0.01,-0.1,-4.0,-17.1,56.6,7607332.0,17168553885.0,30000000000.0,89746717.0,Altcoin
330,Civic,CVC,0.11,-0.3,-5.5,-12.9,25.8,9925124.0,802000010.0,1000000000.0,89714168.0,Altcoin
331,CoinEx,CET,0.03,0.0,-0.9,-0.8,9.0,64532.0,2951121489.0,201000000.0,89017030.0,Altcoin
332,HXRO,HXRO,0.15,0.5,-2.4,-8.6,21.5,7376.0,610385692.0,1000000000.0,88915994.0,Altcoin
333,Verus Coin,VRSC,1.26,-0.5,-1.1,-4.6,90.0,2186.0,69350413.0,83500000.0,88269185.0,Altcoin
334,Agoric,BLD,0.13,-0.1,-3.1,-10.5,39.2,252239.0,649159296.0,1060000000.0,87192654.0,Altcoin
335,Core,CORE,0.49,-0.7,-0.2,-3.0,27.8,24028543.0,175369212.0,2100000000.0,86575679.0,Altcoin
336,Dogelon Mars,ELON,0.0,0.0,3.0,2.6,-31.1,2790946.0,549649971723242.0,1000000000000000.0,85962738.0,Memecoin
337,Radiant Capital,RDNT,0.23,0.5,-4.5,-13.4,4.9,24181754.0,367189806.0,1000000000.0,85623394.0,Altcoin
338,Nakamoto Games,NAKA,1.3,-0.3,0.5,-0.1,75.6,9125900.0,64984278.0,180000000.0,84189221.0,Altcoin
339,Kinesis Gold,KAU,64.06,-0.2,-0.9,1.7,1.2,1247948.0,1312843.0,0.0,84090430.0,Altcoin
340,Kwenta,KWENTA,187.1,-1.1,7.9,61.6,196.1,758480.0,448411.0,784000.0,83855025.0,Altcoin
341,Ergo,ERG,1.17,0.2,-3.2,-8.6,27.5,496268.0,71469033.0,97700000.0,83793327.0,Altcoin
342,StormX,STMX,0.01,0.9,-3.3,-12.5,17.0,9521915.0,11000000000.0,12500000000.0,83612889.0,Altcoin
343,Hooked Protocol,HOOK,0.87,0.3,-4.8,-14.8,11.4,13247151.0,95833333.0,500000000.0,83343208.0,Infrastructure/L1/L2
344,Kinesis Silver,KAG,23.72,-0.4,-1.1,1.8,2.4,148557.0,3487963.0,0.0,82752060.0,Altcoin
345,OMG Network,OMG,0.59,0.6,-5.4,-13.0,22.7,27170931.0,140245398.0,140000000.0,82660482.0,Infrastructure/L1/L2
346,Hifi Finance,HIFI,0.77,0.6,-2.1,-0.5,52.2,19688790.0,107696305.0,120000000.0,82612117.0,DeFi
347,Wilder World,WILD,0.29,-0.4,1.2,-2.6,17.1,539086.0,278114681.0,500000000.0,81539807.0,Altcoin
348,Marlin,POND,0.01,0.3,-2.1,-5.9,18.3,2199995.0,8087375977.0,5030000000.0,80977602.0,Altcoin
349,Dynex,DNX,1.04,-0.4,-10.9,31.9,17.2,2853573.0,77027607.0,77000000.0,79961900.0,Altcoin
350,RSS3,RSS3,0.14,-2.6,-5.4,8.6,53.9,6870781.0,558874999.0,1000000000.0,79644246.0,Altcoin
351,Unifi Protocol DAO,UNFI,10.56,0.1,14.9,19.3,64.4,52337575.0,7495742.0,10000000.0,79135548.0,Infrastructure/L1/L2
352,Origin Ether,OETH,2020.46,0.3,1.7,0.8,20.5,1257265.0,39039.0,39000.0,78875017.0,Altcoin
353,Metis,METIS,17.98,0.1,1.4,-6.0,41.1,3900315.0,4354321.0,5410000.0,78213105.0,Altcoin
354,Prom,PROM,4.28,-0.2,-1.8,-3.4,0.4,1864231.0,18250000.0,19300000.0,78204417.0,Altcoin
355,Nerve Finance,NRV,0.0,-0.4,-1.1,9.8,7.9,39765.0,0.0,141000000.0,60499825.0,DeFi
356,Astrafer,ASTRAFER,0.49,0.1,-2.2,-11.0,40.9,68797.0,156553961.0,888000000.0,77559528.0,Altcoin
357,Celer Network,CELR,0.01,0.7,-4.9,-9.0,9.4,7695744.0,5645454936.0,10000000000.0,77268678.0,Infrastructure/L1/L2
358,Gods Unchained,GODS,0.3,-0.6,6.1,21.6,58.4,4823417.0,253472222.0,500000000.0,77240254.0,Infrastructure/L1/L2
359,Stader ETHx,ETHX,2046.01,-0.1,1.9,0.7,21.0,49621.0,37719.0,37700.0,77159639.0,Altcoin
360,Stader MaticX,MATICX,0.82,0.2,-1.8,-16.4,26.0,244643.0,93394260.0,93400000.0,77043366.0,Altcoin
361,Hunt,HUNT,0.39,-0.3,-4.7,-9.5,11.5,5812178.0,198912688.0,199000000.0,76749477.0,Altcoin
362,MaidSafeCoin,EMAID,0.2,0.3,0.3,-2.0,2.9,888.0,0.0,2300000.0,92887554.0,Altcoin
363,Synapse,SYN,0.4,0.7,-3.6,-3.6,32.7,7423155.0,190117589.0,185000000.0,76120783.0,Altcoin
364,My Neighbor Alice,ALICE,0.93,1.6,-4.0,-11.4,21.3,27302622.0,81578571.0,100000000.0,75605917.0,Altcoin
365,Verasity,VRA,0.01,1.7,1.3,0.4,47.4,22651246.0,10249906818.0,100000000000.0,75221798.0,Altcoin
366,Sweat Economy,SWEAT,0.01,0.3,-0.8,-6.9,1.4,1608983.0,7687172145.0,22100000000.0,74825233.0,Altcoin
367,SuperVerse,SUPER,0.17,-1.4,-9.2,36.6,118.4,42911499.0,451694843.0,1000000000.0,74543754.0,Altcoin
368,QuarkChain,QKC,0.01,-0.8,-4.4,-14.7,10.4,1614258.0,6921608235.0,10000000000.0,74127522.0,Infrastructure/L1/L2
369,Star Atlas DAO,POLIS,0.31,0.6,-6.4,-5.0,115.0,626176.0,236079069.0,360000000.0,73607245.0,Altcoin
370,Mainframe,MFT,0.01,9.9,9.1,-5.7,42.2,12872.0,9386552599.0,10000000000.0,73083046.0,Altcoin
371,NKN,NKN,0.11,1.4,0.5,14.4,35.7,8624439.0,650000000.0,1000000000.0,73062916.0,Altcoin
372,Metadium,META,0.04,-0.4,-7.1,-2.5,30.7,10488804.0,1703608720.0,2000000000.0,73026229.0,Altcoin
373,Cobak,CBK,0.91,0.8,-5.4,-2.0,34.2,9034541.0,79696169.0,100000000.0,72249093.0,Altcoin
374,Shadow Token,SHDW,0.47,5.4,32.0,11.0,541.7,955916.0,153730630.0,169000000.0,72120594.0,Altcoin
375,Dent,DENT,0.0,0.2,-4.0,-9.3,15.2,4677015.0,95654960453.0,100000000000.0,72120938.0,Altcoin
376,Lyra Finance,LYRA,0.13,-0.7,-1.2,66.1,143.2,35464.0,572242621.0,1000000000.0,71855210.0,DeFi
377,Stella,ALPHA,0.09,0.3,-7.6,-3.8,19.5,7138935.0,822000000.0,1000000000.0,71020572.0,Altcoin
378,Radworks,RAD,1.42,0.5,-8.1,-7.9,9.8,10158796.0,49829111.0,100000000.0,70899920.0,Altcoin
379,Chromia,CHR,0.12,0.6,-6.2,0.9,27.5,17046202.0,582296409.0,582000000.0,70696630.0,Altcoin
380,Taraxa,TARA,0.02,0.2,8.9,75.2,288.3,4156493.0,3583528038.0,10300000000.0,70504468.0,Altcoin
381,Dock,DOCK,0.02,0.0,-5.1,-9.0,9.4,755923.0,0.0,1000000000.0,56879327.0,Altcoin
382,Murasaki,MURA,1.22,0.3,-3.4,-14.1,-13.6,8572.0,57400000.0,1000000000.0,70258419.0,Altcoin
383,Aergo,AERGO,0.16,0.2,-3.7,-18.1,33.2,7521953.0,445000000.0,500000000.0,70063675.0,Altcoin
384,Share,SHR,0.0,2.4,5.3,-1.4,34.5,112384.0,0.0,4400000000.0,53555387.0,Altcoin
385,DODO,DODO,0.11,0.3,-5.0,-8.6,12.9,11647109.0,614617713.0,996000000.0,68815272.0,Altcoin
386,Metars Genesis,MRS,1.09,1.0,1.1,1.4,18.3,46158.0,62850000.0,1000000000.0,68719343.0,Altcoin
387,ChainX,PCX,0.15,1.8,-2.8,-12.2,53.1,407526.0,0.0,21000000.0,58095511.0,Infrastructure/L1/L2
388,Arkham,ARKM,0.4,0.0,-2.8,-26.7,22.4,18489905.0,170500000.0,1000000000.0,68394588.0,Altcoin
389,Vega Protocol,VEGA,1.16,0.3,-1.6,-5.3,-14.1,321225.0,58810795.0,65000000.0,68231130.0,Infrastructure/L1/L2
390,e-Radix,EXRD,0.06,2.1,7.6,32.3,38.3,651247.0,1225232895.0,1230000000.0,67994491.0,Altcoin
391,Badger,BADGER,3.41,0.6,-5.4,-7.7,51.4,15598609.0,19930670.0,21000000.0,67965872.0,Altcoin
392,Syscoin,SYS,0.09,-0.1,-5.2,-5.5,12.8,2138273.0,721496588.0,741000000.0,67857593.0,Altcoin
393,Gelato,GEL,0.3,1.4,11.4,8.6,38.9,187881.0,226693876.0,421000000.0,67801847.0,Altcoin
394,Ultra,UOS,0.19,0.2,-2.2,0.3,28.7,1150346.0,355228744.0,1000000000.0,67526312.0,Altcoin
395,Phala,PHA,0.11,0.8,-1.9,2.0,11.0,15106779.0,627836135.0,1000000000.0,66969927.0,Altcoin
396,Veno Finance,VNO,0.16,0.6,2.6,1.7,33.9,90748.0,408775490.0,1830000000.0,66692358.0,DeFi
397,SPACE ID,ID,0.23,-0.1,-5.2,-20.6,29.2,17569006.0,286000000.0,2000000000.0,66689039.0,Altcoin
398,Dusk,DUSK,0.16,0.6,-1.1,-14.5,36.6,9051677.0,427614409.0,500000000.0,66466298.0,Altcoin
399,GameFi.org,GAFI,6.08,-0.8,-5.4,2.0,184.3,284755.0,10945063.0,15000000.0,66358686.0,Altcoin
400,CyberConnect,CYBER,6.01,0.9,-2.1,-21.9,38.1,30470713.0,11038000.0,100000000.0,66338906.0,Altcoin
401,Open Exchange Token,OX,0.01,-3.3,2.2,-26.3,-14.2,636515.0,5475687806.0,5480000000.0,66140615.0,Altcoin
402,Maverick Protocol,MAV,0.26,0.1,-3.9,-15.8,17.9,14246413.0,250000000.0,2000000000.0,65691376.0,Infrastructure/L1/L2
403,Bifrost,BFC,0.05,-0.6,-1.8,3.5,-22.2,1636487.0,1384675071.0,2370000000.0,65435353.0,Altcoin
404,World Mobile Token,WMT,0.13,-0.7,-2.6,-6.3,-1.4,1595380.0,495061974.0,2000000000.0,65029496.0,Altcoin
405,Access Protocol,ACS,0.0,0.7,-3.4,-4.8,-3.0,482793.0,30558805084.0,86900000000.0,64869956.0,Infrastructure/L1/L2
406,Koinos,KOIN,1.9,-12.5,49.6,222.9,366.5,5872850.0,33786925.0,34000000.0,64582133.0,Altcoin
407,Adventure Gold,AGLD,0.83,0.7,3.3,1.6,1.9,39560499.0,77280001.0,77300000.0,64496633.0,Altcoin
408,HELLO,HELLO,0.12,-0.1,-2.6,-0.4,85.4,6289984.0,531305095.0,1000000000.0,64082642.0,Altcoin
409,WINkLink,WIN,0.0,0.2,-2.0,-7.0,2.4,8266915.0,961737300000.0,999000000000.0,63957496.0,Altcoin
410,Steem Dollars,SBD,5.04,-0.9,0.7,-0.9,56.8,29698640.0,12612175.0,0.0,63528541.0,Stablecoin
411,Oasys,OAS,0.06,2.1,2.8,5.4,47.8,1089221.0,1063518671.0,10000000000.0,63194324.0,Altcoin
412,SX Network,SX,0.18,-0.1,-0.4,-3.8,-5.9,79747.0,355189001.0,1000000000.0,62877986.0,Infrastructure/L1/L2
413,Marblex,MBX,0.62,-0.5,-3.6,-8.7,4.9,1763665.0,100151658.0,323000000.0,62548111.0,Altcoin
414,Shardus,ULT,0.14,0.3,1.5,1.1,-4.8,3885.0,439556760.0,1000000000.0,62413317.0,Altcoin
415,Tokenlon,LON,0.6,0.1,0.4,1.4,13.1,224262.0,102025623.0,132000000.0,61734397.0,Altcoin
416,Gitcoin,GTC,1.0,0.3,-3.5,-9.1,14.9,13679561.0,60863372.0,100000000.0,61024348.0,Altcoin
417,Artificial Liquid Intelligence,ALI,0.02,0.2,-1.4,4.9,22.9,383453.0,3588163660.0,10000000000.0,60970103.0,Altcoin
418,SOMESING Exchange,SSX,0.02,-0.1,-0.1,-3.0,24.5,5440913.0,2872693295.0,5000000000.0,60445909.0,Altcoin
419,Bitgert,BRISE,0.0,0.2,0.2,-7.4,8.0,1867120.0,395688215721653.0,427000000000000.0,60432468.0,Altcoin
